Order Number ,Order Date,SKU ID,Warehouse ID,Customer Type,Order Quantity,Unit Sale Price,Revenue
SO - 021340,2021-02-26,1907AA,GUT930,Wholesale,1.0,6617.42,6617
SO - 021341,2021-02-26,1083AA,AXW291,Wholesale,2823.0,29.02,81923
SO - 021342,2021-02-26,1077CA,AXW291,Wholesale,3.0,22.9777,69
SO - 021343,2021-02-26,3413AA,GUT930,Export,10.0,35.3004,353
SO - 021344,2021-02-26,1479CA,AXW291,Wholesale,2.0,385.5625,771
SO - 021345,2021-02-26,3556AA,FLR025,Wholesale,6.0,1077.43125,6465
SO - 021346,2021-02-26,1967BA,AXW291,Wholesale,200.0,178.65,35730
SO - 021347,2021-02-26,3462AA,AXW291,Wholesale,100.0,4.1,410
SO - 021348,2021-02-27,3448CA,NXH382,Wholesale,40.0,6.5255,261
SO - 021349,2021-02-27,1234BA,NXH382,Wholesale,137.0,498.0,68226
SO - 021350,2021-02-27,2515BA,NXH382,Wholesale,40.0,90.0,3600
SO - 021351,2021-02-27,1486CA,AXW291,Wholesale,10.0,190.72,1907
SO - 021352,2021-02-27,2053BA,AXW291,Wholesale,32.0,1212.86889,38812
SO - 021353,2021-02-27,1499CA,FLR025,Wholesale,1.0,6600.0,6600
SO - 021354,2021-02-27,3462AA,GUT930,Export,60.0,4.1,246
SO - 021355,2021-02-27,2342CA,NXH382,Export,500.0,2.77685,1388
SO - 021356,2021-02-27,1497CA,AXW291,Wholesale,13.0,16.71828,217
SO - 021357,2021-02-27,2229AA,GUT930,Wholesale,5.0,1054.24333,5271
SO - 021358,2021-02-27,2498CA,AXW291,Wholesale,1.0,117.17,117
SO - 021359,2021-02-27,3404CA,NXH382,Distributor,1.0,396.54,397
SO - 021360,2021-02-27,1964BA,AXW291,Export,85.0,99.12769,8426
SO - 021361,2021-02-27,1953AA,FLR025,Distributor,1.0,947.56,948
SO - 021362,2021-02-27,3404CA,FLR025,Distributor,10.0,396.54,3965
SO - 021363,2021-02-27,1624AA,AXW291,Wholesale,1.0,722.101,722
SO - 021364,2021-02-27,3120BA,GUT930,Distributor,1.0,1534.88,1535
SO - 021365,2021-02-27,2923CA,FLR025,Wholesale,1.0,20.18857,20
SO - 021366,2021-02-27,2923CA,AXW291,Wholesale,239.0,20.18857,4825
SO - 021367,2021-02-27,2953BA,AXW291,Distributor,100.0,47.90925,4791
SO - 021368,2021-02-27,2847BA,NXH382,Wholesale,8.0,241.79216,1934
SO - 021369,2021-02-27,2727CA,NXH382,Export,643.0,21.88943,14075
SO - 021370,2021-02-27,2953CA,AXW291,Distributor,1.0,1519.82,1520
SO - 021371,2021-02-27,2458CA,AXW291,Distributor,456.0,6.83263,3116
SO - 021372,2021-02-27,2277AA,NXH382,Distributor,200.0,6.37172,1274
SO - 021373,2021-02-27,2291AA,GUT930,Wholesale,79.0,18.75596,1482
SO - 021374,2021-02-27,2013AA,AXW291,Wholesale,35.0,143.8402,5034
SO - 021375,2021-02-27,1130AA,AXW291,Distributor,743.0,17.26609,12829
SO - 021376,2021-02-27,3138CA,GUT930,Export,5.0,376.116,1881
SO - 021377,2021-02-27,1993AA,GUT930,Wholesale,337.5,83.75125,28266
SO - 021378,2021-02-27,1956CA,NXH382,Distributor,1.0,1250.0,1250
SO - 021379,2021-02-27,1953AA,GUT930,Wholesale,1.0,947.56,948
SO - 021380,2021-02-27,1584BA,AXW291,Wholesale,1.0,425.0,425
SO - 021381,2021-02-27,2200CA,FLR025,Wholesale,1.0,448.0,448
SO - 021382,2021-02-27,1445BA,AXW291,Distributor,1.0,1291.865,1292
SO - 021383,2021-02-27,1993AA,AXW291,Export,330.0,83.75125,27638
SO - 021384,2021-02-27,3420AA,FLR025,Export,2.0,17.255,35
SO - 021385,2021-02-27,1077CA,NXH382,Wholesale,400.0,22.9777,9191
SO - 021386,2021-02-27,1695CA,AXW291,Distributor,1.0,1649.3,1649
SO - 021387,2021-02-27,2956AA,GUT930,Distributor,27.0,12.02259,325
SO - 021388,2021-02-27,3075AA,AXW291,Wholesale,6.0,60.38,362
SO - 021389,2021-02-27,2331CA,FLR025,Wholesale,77.0,210.12419,16180
SO - 021390,2021-02-27,2170BA,GUT930,Wholesale,7.0,305.19,2136
SO - 021391,2021-02-28,2646AA,AXW291,Wholesale,21.0,908.33214,19075
SO - 021392,2021-02-28,2342CA,GUT930,Distributor,399.0,2.77685,1108
SO - 021393,2021-02-28,2277AA,AXW291,Export,137.0,6.37172,873
SO - 021394,2021-02-28,3038BA,AXW291,Wholesale,1.0,1300.0,1300
SO - 021395,2021-02-28,3461CA,AXW291,Wholesale,25.0,30.064,752
SO - 021396,2021-02-28,3053AA,NXH382,Wholesale,6.0,40.87148,245
SO - 021397,2021-02-28,3512AA,AXW291,Export,4000.0,0.10295,412
SO - 021398,2021-02-28,1479CA,AXW291,Export,10.0,385.5625,3856
SO - 021399,2021-02-28,2025AA,NXH382,Wholesale,9.0,442.805,3985
SO - 021400,2021-02-28,2044CA,AXW291,Wholesale,6.0,740.82,4445
SO - 021401,2021-02-28,3494AA,NXH382,Distributor,60.0,3.5,210
SO - 021402,2021-02-28,1630BA,FLR025,Distributor,10.0,442.803,4428
SO - 021403,2021-02-28,1601AA,AXW291,Wholesale,2.0,918.403,1837
SO - 021404,2021-02-28,2267CA,GUT930,Wholesale,3.0,1896.44,5689
SO - 021405,2021-02-28,3143CA,AXW291,Wholesale,3.0,47.764,143
SO - 021406,2021-02-28,2331CA,AXW291,Distributor,60.0,210.12419,12607
SO - 021407,2021-02-28,3423CA,AXW291,Wholesale,2.0,29.555,59
SO - 021408,2021-02-28,1970CA,GUT930,Distributor,295.0,244.928,72254
SO - 021409,2021-02-28,2315BA,AXW291,Wholesale,210.0,14.9222,3134
SO - 021410,2021-02-28,2935BA,AXW291,Wholesale,4.0,23.495,94
SO - 021411,2021-02-28,2923CA,GUT930,Wholesale,20.0,20.18857,404
SO - 021412,2021-02-28,3407CA,GUT930,Wholesale,3.0,1017.592,3053
SO - 021413,2021-02-28,1163CA,AXW291,Wholesale,11.0,94.66425,1041
SO - 021414,2021-02-28,3494AA,AXW291,Wholesale,120.0,3.5,420
SO - 021415,2021-02-28,3556AA,AXW291,Distributor,4.0,1077.43125,4310
SO - 021416,2021-02-28,2013AA,GUT930,Wholesale,640.0,143.8402,92058
SO - 021417,2021-02-28,2016CA,AXW291,Export,155.0,267.32395,41435
SO - 021418,2021-02-28,3551CA,AXW291,Distributor,500.0,7.06831,3534
SO - 021419,2021-02-28,2621AA,FLR025,Wholesale,1.0,61.78333,62
SO - 021420,2021-02-28,1379CA,AXW291,Distributor,15.0,490.18125,7353
SO - 021421,2021-02-28,2066AA,AXW291,Distributor,2.0,1550.95,3102
SO - 021422,2021-02-28,2977BA,AXW291,Wholesale,1.0,52.8,53
SO - 021423,2021-02-28,2025AA,AXW291,Wholesale,20.0,442.805,8856
SO - 021424,2021-02-28,1601AA,AXW291,Wholesale,3.0,918.403,2755
SO - 021425,2021-02-28,2953BA,GUT930,Wholesale,40.0,47.90925,1916
SO - 021426,2021-02-28,2988AA,AXW291,Distributor,1.0,9261.0,9261
SO - 021427,2021-02-28,2212AA,NXH382,Wholesale,1.0,747.405,747
SO - 021428,2021-02-28,2501CA,AXW291,Distributor,133.0,35.12175,4671
SO - 021429,2021-02-28,1906CA,FLR025,Wholesale,2.0,1893.75,3788
SO - 021430,2021-02-28,1083AA,FLR025,Export,8232.0,29.02,238893
SO - 021431,2021-02-28,2013AA,NXH382,Distributor,50.0,143.8402,7192
SO - 021432,2021-02-28,3053AA,AXW291,Export,46.0,40.87148,1880
SO - 021433,2021-02-28,2025AA,AXW291,Distributor,13.0,442.805,5756
SO - 021434,2021-03-01,1403CA,AXW291,Distributor,2.0,2550.0,5100
SO - 021435,2021-03-01,2501CA,AXW291,Wholesale,100.0,35.12175,3512
SO - 021436,2021-03-01,3053AA,AXW291,Wholesale,5.0,40.87148,204
SO - 021437,2021-03-01,2291AA,AXW291,Distributor,355.0,18.75596,6658
SO - 021438,2021-03-01,2317CA,NXH382,Wholesale,200.0,37.26672,7453
SO - 021439,2021-03-01,2953BA,AXW291,Distributor,120.0,47.90925,5749
SO - 021440,2021-03-01,1967BA,AXW291,Distributor,226.0,178.65,40375
SO - 021441,2021-03-01,3448CA,NXH382,Wholesale,70.0,6.5255,457
SO - 021442,2021-03-01,2515BA,AXW291,Distributor,12799.0,90.0,1151910
SO - 021443,2021-03-01,3420AA,GUT930,Export,2.0,17.255,35
SO - 021444,2021-03-01,3358BA,NXH382,Wholesale,1.0,1363.64,1364
SO - 021445,2021-03-01,2766AA,AXW291,Wholesale,1105.0,363.83238,402035
SO - 021446,2021-03-01,3079BA,AXW291,Wholesale,18.0,134.5,2421
SO - 021447,2021-03-01,1255CA,AXW291,Distributor,8.0,84500.0,676000
SO - 021448,2021-03-01,2200CA,NXH382,Wholesale,4.0,448.0,1792
SO - 021449,2021-03-01,2847BA,AXW291,Wholesale,229.0,241.79216,55370
SO - 021450,2021-03-01,3345AA,NXH382,Distributor,4.0,31.06467,124
SO - 021451,2021-03-01,2326CA,NXH382,Distributor,20.0,63.5592,1271
SO - 021452,2021-03-01,2229AA,GUT930,Wholesale,2.0,1054.24333,2108
SO - 021453,2021-03-01,1630BA,NXH382,Wholesale,1.0,442.803,443
SO - 021454,2021-03-01,1077CA,GUT930,Distributor,750.0,22.9777,17233
SO - 021455,2021-03-01,2471CA,GUT930,Wholesale,500.0,4.77698,2388
SO - 021456,2021-03-01,2317CA,NXH382,Distributor,765.0,37.26672,28509
SO - 021457,2021-03-01,3495CA,AXW291,Export,20.0,39.835,797
SO - 021458,2021-03-01,2564BA,AXW291,Wholesale,149.0,309.205,46072
SO - 021459,2021-03-01,2396CA,AXW291,Wholesale,1355.0,0.7646,1036
SO - 021460,2021-03-01,1009AA,AXW291,Wholesale,250.0,28.76326,7191
SO - 021461,2021-03-01,3027CA,NXH382,Wholesale,1.0,1145.83,1146
SO - 021462,2021-03-01,1695CA,AXW291,Export,1.0,1649.3,1649
SO - 021463,2021-03-01,3075AA,NXH382,Wholesale,1.0,60.38,60
SO - 021464,2021-03-01,1990AA,AXW291,Distributor,10.0,545.845,5458
SO - 021465,2021-03-01,2876CA,AXW291,Wholesale,14.0,427.425,5984
SO - 021466,2021-03-01,1009AA,FLR025,Export,100.0,28.76326,2876
SO - 021467,2021-03-01,3590BA,GUT930,Wholesale,12.0,115.085,1381
SO - 021468,2021-03-01,3407CA,AXW291,Wholesale,3.0,1017.592,3053
SO - 021469,2021-03-01,1116CA,AXW291,Wholesale,898.0,32.8,29454
SO - 021470,2021-03-01,3193AA,GUT930,Distributor,1.0,1425.0,1425
SO - 021471,2021-03-01,1077CA,AXW291,Export,8000.0,22.9777,183822
SO - 021472,2021-03-01,2923CA,FLR025,Distributor,1.0,20.18857,20
SO - 021473,2021-03-01,3502BA,AXW291,Export,8.0,1234.335,9875
SO - 021474,2021-03-01,3365CA,FLR025,Distributor,4.0,13.3248,53
SO - 021475,2021-03-01,2227AA,NXH382,Export,2.0,751.635,1503
SO - 021476,2021-03-01,3495CA,NXH382,Wholesale,15.0,39.835,598
SO - 021477,2021-03-02,2291AA,NXH382,Distributor,750.0,18.75596,14067
SO - 021478,2021-03-02,2501CA,NXH382,Distributor,116.0,35.12175,4074
SO - 021479,2021-03-02,2458CA,FLR025,Wholesale,500.0,6.83263,3416
SO - 021480,2021-03-02,2923CA,NXH382,Wholesale,4.0,20.18857,81
SO - 021481,2021-03-02,3494AA,GUT930,Wholesale,30.0,3.5,105
SO - 021482,2021-03-02,2498CA,AXW291,Distributor,1.0,117.17,117
SO - 021483,2021-03-02,1445BA,GUT930,Wholesale,1.0,1291.865,1292
SO - 021484,2021-03-02,3619CA,GUT930,Distributor,210.0,0.7455,157
SO - 021485,2021-03-02,3125AA,AXW291,Distributor,1.0,119.136,119
SO - 021486,2021-03-02,2096BA,AXW291,Wholesale,2.0,1524.57667,3049
SO - 021487,2021-03-02,3404CA,NXH382,Export,5.0,396.54,1983
SO - 021488,2021-03-02,3579CA,NXH382,Wholesale,1.0,86.65,87
SO - 021489,2021-03-02,1445BA,NXH382,Wholesale,4.0,1291.865,5167
SO - 021490,2021-03-02,3250CA,NXH382,Wholesale,25.0,34.75342,869
SO - 021491,2021-03-02,1130AA,GUT930,Wholesale,20.0,17.26609,345
SO - 021492,2021-03-02,1624AA,NXH382,Distributor,1.0,722.101,722
SO - 021493,2021-03-02,2498CA,GUT930,Wholesale,1.0,117.17,117
SO - 021494,2021-03-02,3053AA,GUT930,Distributor,53.0,40.87148,2166
SO - 021495,2021-03-02,2923CA,GUT930,Wholesale,4.0,20.18857,81
SO - 021496,2021-03-02,1497CA,AXW291,Wholesale,50.0,16.71828,836
SO - 021497,2021-03-02,1990AA,NXH382,Distributor,945.0,545.845,515824
SO - 021498,2021-03-02,2923CA,AXW291,Wholesale,5.0,20.18857,101
SO - 021499,2021-03-02,2013AA,GUT930,Export,1500.0,143.8402,215760
SO - 021500,2021-03-02,2189CA,FLR025,Wholesale,3.0,299.805,899
SO - 021501,2021-03-02,1741BA,AXW291,Wholesale,2.0,1450.0,2900
SO - 021502,2021-03-02,1945AA,AXW291,Export,1.0,965.0,965
SO - 021503,2021-03-02,1385CA,FLR025,Distributor,20.0,1781.5475,35631
SO - 021504,2021-03-02,2016CA,GUT930,Wholesale,70.0,267.32395,18713
SO - 021505,2021-03-02,3404CA,NXH382,Distributor,5.0,396.54,1983
SO - 021506,2021-03-02,3462AA,FLR025,Wholesale,400.0,4.1,1640
SO - 021507,2021-03-02,1193BA,AXW291,Export,2039.0,815.0,1661785
SO - 021508,2021-03-02,2331CA,FLR025,Wholesale,136.0,210.12419,28577
SO - 021509,2021-03-02,1908AA,AXW291,Distributor,1.0,27809.1,27809
SO - 021510,2021-03-02,1499CA,FLR025,Wholesale,3.0,6600.0,19800
SO - 021511,2021-03-02,3075AA,NXH382,Distributor,2.0,60.38,121
SO - 021512,2021-03-02,2053BA,AXW291,Distributor,21.0,1212.86889,25470
SO - 021513,2021-03-02,2173CA,AXW291,Distributor,21.0,444.94,9344
SO - 021514,2021-03-02,3084CA,NXH382,Wholesale,1.0,2769.81,2770
SO - 021515,2021-03-02,2013AA,NXH382,Wholesale,55.0,143.8402,7911
SO - 021516,2021-03-02,2564BA,NXH382,Distributor,84.0,309.205,25973
SO - 021517,2021-03-02,1511CA,NXH382,Wholesale,10.0,6.787,68
SO - 021518,2021-03-02,1145BA,AXW291,Distributor,22.0,85.30066,1877
SO - 021519,2021-03-02,1624CA,NXH382,Distributor,3.0,1531.377,4594
SO - 021520,2021-03-03,3423CA,GUT930,Wholesale,5.0,29.555,148
SO - 021521,2021-03-03,2013AA,GUT930,Wholesale,50.0,143.8402,7192
SO - 021522,2021-03-03,1283CA,GUT930,Wholesale,1.0,98333.33,98333
SO - 021523,2021-03-03,2977BA,NXH382,Distributor,22.0,52.8,1162
SO - 021524,2021-03-03,1953AA,FLR025,Wholesale,1.0,947.56,948
SO - 021525,2021-03-03,1379CA,AXW291,Wholesale,2.0,490.18125,980
SO - 021526,2021-03-03,1317CA,AXW291,Wholesale,1.0,4908.7,4909
SO - 021527,2021-03-03,1511CA,AXW291,Wholesale,8.0,6.787,54
SO - 021528,2021-03-03,3143CA,NXH382,Distributor,3.0,47.764,143
SO - 021529,2021-03-03,2935BA,AXW291,Wholesale,3.0,23.495,70
SO - 021530,2021-03-03,2041CA,FLR025,Distributor,11.0,648.42,7133
SO - 021531,2021-03-03,1964BA,AXW291,Wholesale,15.0,99.12769,1487
SO - 021532,2021-03-03,3038BA,GUT930,Wholesale,1.0,1300.0,1300
SO - 021533,2021-03-03,1163CA,FLR025,Distributor,80.0,94.66425,7573
SO - 021534,2021-03-03,1956CA,AXW291,Wholesale,2.0,1250.0,2500
SO - 021535,2021-03-03,3160BA,AXW291,Distributor,4.0,270.909,1084
SO - 021536,2021-03-03,3120BA,AXW291,Wholesale,1.0,1534.88,1535
SO - 021537,2021-03-03,2025AA,AXW291,Wholesale,20.0,442.805,8856
SO - 021538,2021-03-03,1964BA,AXW291,Wholesale,100.0,99.12769,9913
SO - 021539,2021-03-03,3576BA,FLR025,Distributor,60.0,44.79,2687
SO - 021540,2021-03-03,1956AA,AXW291,Wholesale,2.0,573.09,1146
SO - 021541,2021-03-03,3358BA,AXW291,Distributor,1.0,1363.64,1364
SO - 021542,2021-03-03,1907AA,NXH382,Wholesale,1.0,6617.42,6617
SO - 021543,2021-03-03,3556AA,AXW291,Wholesale,19.0,1077.43125,20471
SO - 021544,2021-03-03,2044CA,AXW291,Export,9.0,740.82,6667
SO - 021545,2021-03-03,2988AA,NXH382,Wholesale,1.0,9261.0,9261
SO - 021546,2021-03-03,1464AA,AXW291,Distributor,2.0,842.57,1685
SO - 021547,2021-03-03,3413AA,GUT930,Distributor,15.0,35.3004,530
SO - 021548,2021-03-03,3345AA,GUT930,Export,4.0,31.06467,124
SO - 021549,2021-03-03,1445BA,FLR025,Export,1.0,1291.865,1292
SO - 021550,2021-03-03,3404CA,GUT930,Distributor,2.0,396.54,793
SO - 021551,2021-03-03,2956AA,AXW291,Distributor,13.0,12.02259,156
SO - 021552,2021-03-03,2994CA,AXW291,Wholesale,2.0,12977.0,25954
SO - 021553,2021-03-03,3404CA,AXW291,Wholesale,10.0,396.54,3965
SO - 021554,2021-03-03,2662CA,AXW291,Wholesale,10.0,2015.43638,20154
SO - 021555,2021-03-03,3407CA,AXW291,Distributor,2.0,1017.592,2035
SO - 021556,2021-03-03,2930CA,NXH382,Wholesale,20.0,20.00833,400
SO - 021557,2021-03-03,3619CA,AXW291,Wholesale,660.0,0.7455,492
SO - 021558,2021-03-03,3161BA,NXH382,Wholesale,200.0,360.0,72000
SO - 021559,2021-03-03,1695CA,GUT930,Wholesale,1.0,1649.3,1649
SO - 021560,2021-03-03,3177CA,AXW291,Wholesale,67.5,69.45642,4688
SO - 021561,2021-03-03,3193AA,AXW291,Export,2.0,1425.0,2850
SO - 021562,2021-03-03,2053BA,AXW291,Wholesale,9.0,1212.86889,10916
SO - 021563,2021-03-04,2953BA,AXW291,Wholesale,50.0,47.90925,2395
SO - 021564,2021-03-04,2025AA,NXH382,Distributor,16.0,442.805,7085
SO - 021565,2021-03-04,3407CA,AXW291,Wholesale,3.0,1017.592,3053
SO - 021566,2021-03-04,1382CA,AXW291,Distributor,9.0,613.52125,5522
SO - 021567,2021-03-04,1009AA,NXH382,Wholesale,192.0,28.76326,5523
SO - 021568,2021-03-04,2013AA,AXW291,Wholesale,1040.0,143.8402,149594
SO - 021569,2021-03-04,1497CA,GUT930,Wholesale,46.0,16.71828,769
SO - 021570,2021-03-04,3407CA,NXH382,Distributor,4.0,1017.592,4070
SO - 021571,2021-03-04,2876CA,GUT930,Wholesale,1.0,427.425,427
SO - 021572,2021-03-04,3502BA,GUT930,Distributor,1.0,1234.335,1234
SO - 021573,2021-03-04,3404CA,NXH382,Distributor,4.0,396.54,1586
SO - 021574,2021-03-04,3365CA,AXW291,Wholesale,3.0,13.3248,40
SO - 021575,2021-03-04,1385CA,AXW291,Distributor,8.0,1781.5475,14252
SO - 021576,2021-03-04,2044CA,AXW291,Wholesale,8.0,740.82,5927
SO - 021577,2021-03-04,2317CA,GUT930,Wholesale,310.0,37.26672,11553
SO - 021578,2021-03-04,3143CA,AXW291,Distributor,5.0,47.764,239
SO - 021579,2021-03-04,1630BA,AXW291,Distributor,2.0,442.803,886
SO - 021580,2021-03-04,3407CA,AXW291,Distributor,2.0,1017.592,2035
SO - 021581,2021-03-04,1486CA,GUT930,Distributor,3.0,190.72,572
SO - 021582,2021-03-04,2564BA,GUT930,Distributor,140.0,309.205,43289
SO - 021583,2021-03-04,2054CA,GUT930,Wholesale,13.0,904.0,11752
SO - 021584,2021-03-04,1161AA,NXH382,Wholesale,5.0,136.5925,683
SO - 021585,2021-03-04,1116CA,AXW291,Export,160.0,32.8,5248
SO - 021586,2021-03-04,1497CA,NXH382,Wholesale,255.0,16.71828,4263
SO - 021587,2021-03-04,3619CA,GUT930,Wholesale,11436.0,0.7455,8526
SO - 021588,2021-03-04,2060AA,AXW291,Wholesale,1.0,1101.15,1101
SO - 021589,2021-03-04,3551CA,FLR025,Wholesale,400.0,7.06831,2827
SO - 021590,2021-03-04,2189CA,GUT930,Wholesale,12.0,299.805,3598
SO - 021591,2021-03-04,1385CA,GUT930,Wholesale,7.0,1781.5475,12471
SO - 021592,2021-03-04,2840AA,NXH382,Distributor,504.0,8.61042,4340
SO - 021593,2021-03-04,3079BA,AXW291,Wholesale,18.0,134.5,2421
SO - 021594,2021-03-04,2041CA,AXW291,Wholesale,8.0,648.42,5187
SO - 021595,2021-03-04,2053BA,AXW291,Distributor,3.0,1212.86889,3639
SO - 021596,2021-03-04,2189CA,FLR025,Wholesale,20.0,299.805,5996
SO - 021597,2021-03-04,2429BA,AXW291,Distributor,4410.0,5.28688,23315
SO - 021598,2021-03-04,2267CA,FLR025,Wholesale,1.0,1896.44,1896
SO - 021599,2021-03-04,2096BA,AXW291,Wholesale,5.0,1524.57667,7623
SO - 021600,2021-03-04,1130AA,NXH382,Wholesale,50.0,17.26609,863
SO - 021601,2021-03-04,2923CA,NXH382,Wholesale,110.0,20.18857,2221
SO - 021602,2021-03-04,2021CA,GUT930,Wholesale,10.0,295.27467,2953
SO - 021603,2021-03-04,2938CA,NXH382,Wholesale,1.0,29.206,29
SO - 021604,2021-03-04,3570CA,NXH382,Wholesale,6.0,1160.0,6960
SO - 021605,2021-03-04,2501CA,AXW291,Wholesale,40.0,35.12175,1405
SO - 021606,2021-03-05,2953BA,AXW291,Wholesale,60.0,47.90925,2875
SO - 021607,2021-03-05,3533CA,AXW291,Wholesale,7000.0,0.64377,4506
SO - 021608,2021-03-05,1499AA,NXH382,Distributor,20.0,14.22359,284
SO - 021609,2021-03-05,3610AA,NXH382,Wholesale,6.0,156.16,937
SO - 021610,2021-03-05,1281BA,NXH382,Wholesale,1.0,139500.0,139500
SO - 021611,2021-03-05,2498BA,NXH382,Distributor,1.0,1474.56,1475
SO - 021612,2021-03-05,2923CA,NXH382,Export,4.0,20.18857,81
SO - 021613,2021-03-05,3462AA,FLR025,Distributor,100.0,4.1,410
SO - 021614,2021-03-05,1907AA,AXW291,Distributor,5.0,6617.42,33087
SO - 021615,2021-03-05,1956CA,AXW291,Export,1.0,1250.0,1250
SO - 021616,2021-03-05,2317CA,GUT930,Wholesale,247.0,37.26672,9205
SO - 021617,2021-03-05,2508BA,AXW291,Wholesale,1.0,463.1,463
SO - 021618,2021-03-05,1745BA,NXH382,Export,6.0,175.0,1050
SO - 021619,2021-03-05,2331CA,AXW291,Distributor,10.0,210.12419,2101
SO - 021620,2021-03-05,3399AA,AXW291,Wholesale,5.0,194.753,974
SO - 021621,2021-03-05,1956CA,NXH382,Wholesale,2.0,1250.0,2500
SO - 021622,2021-03-05,2212AA,GUT930,Distributor,2.0,747.405,1495
SO - 021623,2021-03-05,2277AA,NXH382,Distributor,716.0,6.37172,4562
SO - 021624,2021-03-05,1908AA,NXH382,Wholesale,1.0,27809.1,27809
SO - 021625,2021-03-05,2555CA,GUT930,Wholesale,37.0,682.5,25253
SO - 021626,2021-03-05,2923CA,AXW291,Wholesale,1.0,20.18857,20
SO - 021627,2021-03-05,1511CA,AXW291,Wholesale,10.0,6.787,68
SO - 021628,2021-03-05,3053AA,AXW291,Wholesale,12.0,40.87148,490
SO - 021629,2021-03-05,3177CA,FLR025,Wholesale,56.25,69.45642,3907
SO - 021630,2021-03-05,3407CA,NXH382,Export,4.0,1017.592,4070
SO - 021631,2021-03-05,1009AA,AXW291,Wholesale,40.0,28.76326,1151
SO - 021632,2021-03-05,2200CA,FLR025,Wholesale,3.0,448.0,1344
SO - 021633,2021-03-05,3138CA,NXH382,Distributor,4.0,376.116,1504
SO - 021634,2021-03-05,2117BA,NXH382,Wholesale,6.0,2424.0,14544
SO - 021635,2021-03-05,3462AA,AXW291,Wholesale,50.0,4.1,205
SO - 021636,2021-03-05,1967BA,AXW291,Wholesale,565.0,178.65,100937
SO - 021637,2021-03-05,1255CA,AXW291,Export,1.0,84500.0,84500
SO - 021638,2021-03-05,2096BA,NXH382,Wholesale,11.0,1524.57667,16770
SO - 021639,2021-03-05,2513CA,AXW291,Wholesale,1.0,4805.03,4805
SO - 021640,2021-03-05,2200CA,GUT930,Distributor,3.0,448.0,1344
SO - 021641,2021-03-05,3345AA,AXW291,Wholesale,5.0,31.06467,155
SO - 021642,2021-03-05,2930CA,AXW291,Wholesale,6.0,20.00833,120
SO - 021643,2021-03-05,2714CA,FLR025,Distributor,517.0,49.79846,25746
SO - 021644,2021-03-05,1624AA,FLR025,Wholesale,10.0,722.101,7221
SO - 021645,2021-03-05,1116CA,AXW291,Wholesale,500.0,32.8,16400
SO - 021646,2021-03-05,1956AA,AXW291,Distributor,1.0,573.09,573
SO - 021647,2021-03-05,1970CA,AXW291,Wholesale,45.0,244.928,11022
SO - 021648,2021-03-05,1206BA,GUT930,Wholesale,35.0,236.62475,8282
SO - 021649,2021-03-06,1624CA,AXW291,Wholesale,5.0,1531.377,7657
SO - 021650,2021-03-06,3345AA,AXW291,Export,2.0,31.06467,62
SO - 021651,2021-03-06,3075AA,AXW291,Distributor,2.0,60.38,121
SO - 021652,2021-03-06,3494AA,AXW291,Export,50.0,3.5,175
SO - 021653,2021-03-06,2923CA,AXW291,Wholesale,25.0,20.18857,505
SO - 021654,2021-03-06,2923CA,GUT930,Wholesale,1.0,20.18857,20
SO - 021655,2021-03-06,1479CA,AXW291,Wholesale,25.0,385.5625,9639
SO - 021656,2021-03-06,2923CA,AXW291,Wholesale,1.0,20.18857,20
SO - 021657,2021-03-06,3365CA,AXW291,Distributor,50.0,13.3248,666
SO - 021658,2021-03-06,1317CA,AXW291,Wholesale,1.0,4908.7,4909
SO - 021659,2021-03-06,2142CA,GUT930,Wholesale,126.0,2956.0,372456
SO - 021660,2021-03-06,3125AA,AXW291,Wholesale,4.0,119.136,477
SO - 021661,2021-03-06,3502BA,FLR025,Distributor,180.0,1234.335,222180
SO - 021662,2021-03-06,2970CA,AXW291,Wholesale,2.0,512.205,1024
SO - 021663,2021-03-06,1953AA,GUT930,Wholesale,1.0,947.56,948
SO - 021664,2021-03-06,2331CA,NXH382,Distributor,170.0,210.12419,35721
SO - 021665,2021-03-06,2053BA,FLR025,Distributor,7.0,1212.86889,8490
SO - 021666,2021-03-06,1601AA,GUT930,Export,8.0,918.403,7347
SO - 021667,2021-03-06,3551CA,NXH382,Wholesale,1050.0,7.06831,7422
SO - 021668,2021-03-06,1379CA,AXW291,Wholesale,7.0,490.18125,3431
SO - 021669,2021-03-06,3461CA,AXW291,Distributor,1.0,30.064,30
SO - 021670,2021-03-06,1695CA,AXW291,Wholesale,1.0,1649.3,1649
SO - 021671,2021-03-06,3205AA,FLR025,Distributor,1.0,76300.0,76300
SO - 021672,2021-03-06,3619CA,GUT930,Distributor,974.0,0.7455,726
SO - 021673,2021-03-06,1077CA,AXW291,Wholesale,6306.0,22.9777,144897
SO - 021674,2021-03-06,2016CA,GUT930,Distributor,15.0,267.32395,4010
SO - 021675,2021-03-06,3138CA,AXW291,Wholesale,2.0,376.116,752
SO - 021676,2021-03-06,3495CA,AXW291,Wholesale,15.0,39.835,598
SO - 021677,2021-03-06,1908AA,NXH382,Wholesale,1.0,27809.1,27809
SO - 021678,2021-03-06,3358BA,AXW291,Wholesale,1.0,1363.64,1364
SO - 021679,2021-03-06,2573CA,AXW291,Wholesale,4.0,1618.99,6476
SO - 021680,2021-03-06,1967BA,AXW291,Distributor,337.5,178.65,60294
SO - 021681,2021-03-06,2970CA,AXW291,Wholesale,1.0,512.205,512
